,County,Total,African American,Anglo,Hispanic,Native American,Other
163,MEDINA,177,5,49,115,0,8
164,MENARD,4,0,2,2,0,0
165,MIDLAND,331,61,96,154,0,20
166,MILAM,124,29,43,51,0,1
167,MILLS,10,0,8,2,0,0
168,MITCHELL,37,2,16,19,0,0
169,MONTAGUE,112,9,89,12,0,2
170,MONTGOMERY,985,100,661,178,1,45
171,MOORE,73,0,29,42,0,2
172,MORRIS,71,17,53,1,0,0
173,MOTLEY,0,0,0,0,0,0
174,NACOGDOCHES,278,101,119,53,0,5
175,NAVARRO,92,24,44,21,0,3
176,NEWTON,34,1,26,2,0,5
177,NOLAN,107,13,41,53,0,0
178,NUECES,1307,116,190,957,2,42
179,OCHILTREE,19,0,9,10,0,0
180,OLDHAM,2,0,2,0,0,0
181,ORANGE,312,35,251,21,0,5
182,PALO PINTO,160,13,101,38,0,8
183,PANOLA,78,7,58,11,0,2
184,PARKER,205,5,148,43,0,9
185,PARMER,6,0,2,4,0,0
186,PECOS,59,0,9,48,0,2
187,POLK,162,27,117,11,1,6
188,POTTER,884,153,365,326,1,39
189,PRESIDIO,15,0,1,14,0,0
190,RAINS,34,1,26,6,0,1
191,RANDALL,412,44,263,86,0,19
192,REAGAN,14,7,3,4,0,0
193,REAL,17,0,13,4,0,0
194,RED RIVER,54,5,34,10,0,5
195,REEVES,44,4,1,39,0,0
196,REFUGIO,21,3,4,13,0,1
197,ROBERTS,2,0,2,0,0,0
198,ROBERTSON,36,16,15,4,0,1
199,ROCKWALL,61,7,40,9,0,5
200,RUNNELS,80,2,29,42,0,7
201,RUSK,162,38,91,27,1,5
202,SABINE,40,3,31,4,0,2
203,SAN AUGUSTINE,17,8,7,0,0,2
204,SAN JACINTO,103,9,84,8,0,2
205,SAN PATRICIO,286,9,60,208,0,9
206,SAN SABA,19,2,9,8,0,0
207,SCHLEICHER,0,0,0,0,0,0
208,SCURRY,68,7,22,39,0,0
209,SHACKELFORD,2,0,2,0,0,0
210,SHELBY,63,21,31,9,0,2
211,SHERMAN,8,0,0,4,4,0
212,SMITH,363,87,223,45,1,7
213,SOMERVELL,34,0,25,9,0,0
214,STARR,255,3,1,249,0,2
215,STEPHENS,35,0,30,5,0,0
216,STERLING,2,0,1,1,0,0
217,STONEWALL,2,1,1,0,0,0
218,SUTTON,4,0,1,3,0,0
219,SWISHER,45,14,10,21,0,0
220,TARRANT,6222,2059,1927,1917,10,309
221,TAYLOR,630,120,294,191,0,25
222,TERRELL,6,0,0,6,0,0
223,TERRY,124,14,17,91,0,2
224,THROCKMORTON,7,0,5,1,0,1
225,TITUS,163,36,63,62,0,2
226,TOM GREEN,527,49,196,259,0,23
227,TRAVIS,1735,408,346,939,4,38
228,TRINITY,30,4,22,2,0,2
229,TYLER,41,6,32,1,1,1
230,UPSHUR,130,20,100,3,1,6
231,UPTON,16,4,3,9,0,0
232,UVALDE,73,3,6,63,0,1
233,VAL VERDE,84,5,5,73,0,1
234,VAN ZANDT,258,23,183,33,2,17
235,VICTORIA,230,21,72,134,0,3
236,WALKER,92,29,53,5,1,4
237,WALLER,74,22,19,30,0,3
238,WARD,67,14,27,23,0,3
239,WASHINGTON,68,32,26,9,1,0
240,WEBB,744,4,15,711,0,14
241,WHARTON,69,20,13,36,0,0
242,WHEELER,13,4,6,2,0,1
243,WICHITA,629,126,338,131,5,29
244,WILBARGER,66,9,30,26,0,1
245,WILLACY,155,0,5,148,0,2
246,WILLIAMSON,688,78,318,250,0,42
247,WILSON,67,0,36,31,0,0
248,WINKLER,27,0,11,15,0,1
249,WISE,134,4,102,26,0,2
250,WOOD,150,7,139,3,0,1
251,YOAKUM,13,3,2,7,0,1
252,YOUNG,74,4,49,19,0,2
253,ZAPATA,90,0,10,79,1,0
254,ZAVALA,38,0,2,35,0,1
255,UNKNOWN,0,0,0,0,0,0
256,OUT OF STATE,8,2,6,0,0,0
257,STATE TOTAL,66897,14110,21053,29247,144,2343
