,County,Total,African American,Anglo,Hispanic,Native American,Other
125,JIM WELLS,5,0,0,5,0,0
126,JOHNSON,37,8,25,2,0,2
127,JONES,0,0,0,0,0,0
128,KARNES,15,2,1,12,0,0
129,KAUFMAN,8,5,2,1,0,0
130,KENDALL,4,1,1,2,0,0
131,KENEDY,0,0,0,0,0,0
132,KENT,0,0,0,0,0,0
133,KERR,49,2,37,10,0,0
134,KIMBLE,0,0,0,0,0,0
135,KING,0,0,0,0,0,0
136,KINNEY,0,0,0,0,0,0
137,KLEBERG,8,0,3,5,0,0
138,KNOX,2,2,0,0,0,0
139,LAMAR,7,0,3,4,0,0
140,LAMB,4,0,0,4,0,0
141,LAMPASAS,8,4,1,3,0,0
142,LASALLE,1,0,0,1,0,0
143,LAVACA,3,3,0,0,0,0
144,LEE,5,4,0,1,0,0
145,LEON,1,0,0,1,0,0
146,LIBERTY,14,7,3,0,4,0
147,LIMESTONE,10,4,3,2,0,1
148,LIPSCOMB,0,0,0,0,0,0
149,LIVE OAK,1,1,0,0,0,0
150,LLANO,6,1,2,3,0,0
151,LOVING,0,0,0,0,0,0
152,LUBBOCK,140,48,34,57,0,1
153,LYNN,2,0,2,0,0,0
154,MADISON,5,2,0,3,0,0
155,MARION,3,0,3,0,0,0
156,MARTIN,0,0,0,0,0,0
157,MASON,0,0,0,0,0,0
158,MATAGORDA,0,0,0,0,0,0
159,MAVERICK,10,0,1,8,1,0
160,MCCULLOCH,1,0,0,1,0,0
161,MCLENNAN,69,19,28,22,0,0
162,MCMULLEN,0,0,0,0,0,0
163,MEDINA,56,1,12,41,0,2
164,MENARD,3,0,0,3,0,0
165,MIDLAND,31,11,8,12,0,0
166,MILAM,15,0,6,9,0,0
167,MILLS,1,0,1,0,0,0
168,MITCHELL,2,1,0,1,0,0
169,MONTAGUE,5,0,4,0,0,1
170,MONTGOMERY,146,19,95,30,0,2
171,MOORE,0,0,0,0,0,0
172,MORRIS,0,0,0,0,0,0
173,MOTLEY,1,0,1,0,0,0
174,NACOGDOCHES,27,13,13,1,0,0
175,NAVARRO,25,5,13,7,0,0
176,NEWTON,2,0,2,0,0,0
177,NOLAN,1,0,0,1,0,0
178,NUECES,121,18,23,78,0,2
179,OCHILTREE,0,0,0,0,0,0
180,OLDHAM,0,0,0,0,0,0
181,ORANGE,11,1,10,0,0,0
182,PALO PINTO,7,2,2,1,0,2
183,PANOLA,1,0,1,0,0,0
184,PARKER,17,0,15,2,0,0
185,PARMER,3,0,2,1,0,0
186,PECOS,3,0,2,1,0,0
187,POLK,6,2,3,1,0,0
188,POTTER,43,14,22,5,1,1
189,PRESIDIO,0,0,0,0,0,0
190,RAINS,3,0,3,0,0,0
191,RANDALL,40,7,25,6,0,2
192,REAGAN,3,3,0,0,0,0
193,REAL,2,0,2,0,0,0
194,RED RIVER,0,0,0,0,0,0
195,REEVES,1,1,0,0,0,0
196,REFUGIO,0,0,0,0,0,0
197,ROBERTS,0,0,0,0,0,0
198,ROBERTSON,3,1,0,2,0,0
199,ROCKWALL,2,1,1,0,0,0
200,RUNNELS,3,0,1,1,0,1
201,RUSK,4,2,2,0,0,0
202,SABINE,0,0,0,0,0,0
203,SAN AUGUSTINE,0,0,0,0,0,0
204,SAN JACINTO,8,3,5,0,0,0
205,SAN PATRICIO,14,2,4,7,0,1
206,SAN SABA,1,0,1,0,0,0
207,SCHLEICHER,0,0,0,0,0,0
208,SCURRY,5,0,0,5,0,0
209,SHACKELFORD,0,0,0,0,0,0
210,SHELBY,7,3,0,4,0,0
211,SHERMAN,0,0,0,0,0,0
212,SMITH,46,25,16,4,1,0
213,SOMERVELL,2,0,2,0,0,0
214,STARR,0,0,0,0,0,0
215,STEPHENS,1,0,1,0,0,0
216,STERLING,0,0,0,0,0,0
217,STONEWALL,0,0,0,0,0,0
218,SUTTON,0,0,0,0,0,0
219,SWISHER,8,4,0,4,0,0
220,TARRANT,220,81,68,64,1,6
221,TAYLOR,21,10,5,6,0,0
222,TERRELL,0,0,0,0,0,0
223,TERRY,9,2,0,7,0,0
224,THROCKMORTON,0,0,0,0,0,0
225,TITUS,7,3,2,2,0,0
226,TOM GREEN,66,10,24,32,0,0
227,TRAVIS,143,48,30,63,0,2
228,TRINITY,1,0,1,0,0,0
229,TYLER,0,0,0,0,0,0
230,UPSHUR,7,5,1,0,1,0
231,UPTON,0,0,0,0,0,0
232,UVALDE,11,0,2,9,0,0
233,VAL VERDE,13,0,1,12,0,0
234,VAN ZANDT,26,1,17,4,0,4
235,VICTORIA,37,3,8,26,0,0
236,WALKER,2,1,1,0,0,0
237,WALLER,5,2,0,3,0,0
238,WARD,2,0,2,0,0,0
239,WASHINGTON,5,4,0,1,0,0
240,WEBB,98,2,3,93,0,0
241,WHARTON,8,3,2,3,0,0
242,WHEELER,1,0,1,0,0,0
243,WICHITA,25,16,7,1,0,1
244,WILBARGER,2,0,2,0,0,0
245,WILLACY,11,0,0,11,0,0
246,WILLIAMSON,69,29,19,21,0,0
247,WILSON,1,0,0,1,0,0
248,WINKLER,0,0,0,0,0,0
249,WISE,19,2,15,2,0,0
250,WOOD,11,2,9,0,0,0
251,YOAKUM,0,0,0,0,0,0
252,YOUNG,1,0,0,1,0,0
253,ZAPATA,9,0,1,8,0,0
254,ZAVALA,17,0,0,17,0,0
255,OUT OF STATE,0,0,0,0,0,0
256,STATE TOTAL,6342,2334,1555,2336,12,105
